iter	Logloss
0	0.6546389509
1	0.619163923
2	0.5858112444
3	0.5569760045
4	0.5288879395
5	0.5022396066
6	0.4787766462
7	0.4592532785
8	0.4406067243
9	0.4196677595
10	0.4013790109
11	0.3833537249
12	0.3676084333
13	0.3514670061
14	0.3384436384
15	0.3255574777
16	0.3143702218
17	0.3033587472
18	0.2938404715
19	0.2837970319
20	0.2727519357
21	0.2638918806
22	0.2555782296
23	0.2493663504
24	0.2429300188
25	0.2364902169
26	0.2302269287
27	0.2238714425
28	0.2181420898
29	0.2144172363
30	0.2095879255
31	0.2058355713
32	0.2010963832
33	0.1965767473
34	0.1922194475
35	0.1890476946
36	0.1851786761
37	0.1824362444
38	0.1787140939
39	0.1756000977
40	0.1722661133
41	0.1698864746
42	0.1669972098
43	0.1644837995
44	0.1617399554
45	0.15948863
46	0.1568115932
47	0.1547830985
48	0.1524647914
49	0.150581264
50	0.1485912388
51	0.1465169678
52	0.1447771694
53	0.1432636632
54	0.1413799177
55	0.1398940168
56	0.1382815029
57	0.136829119
58	0.1351762347
59	0.1339984828
60	0.1327626256
61	0.131158299
62	0.1296852243
63	0.1287028111
64	0.1274400896
65	0.1263092215
66	0.1250923026
67	0.1240230974
68	0.1229369245
69	0.1216821725
70	0.1204360264
71	0.1194068778
72	0.1186276332
73	0.1177551182
74	0.1166067069
75	0.1158092128
76	0.114968689
77	0.1141643328
78	0.1133038679
79	0.1125926601
80	0.1116053467
81	0.1106485596
82	0.1098250035
83	0.1091242065
84	0.1083101894
85	0.1074370466
86	0.1066404681
87	0.1057590158
88	0.1051774902
89	0.104490897
90	0.1037569929
91	0.1030040109
92	0.1021219395
93	0.1014373605
94	0.100763698
95	0.1001259417
96	0.09939937919
97	0.09856065151
98	0.09783973912
99	0.0972945731
100	0.09657298061
101	0.09612426758
102	0.09557811628
103	0.0950050572
104	0.09424127197
105	0.09356341553
106	0.09294315883
107	0.09219942801
108	0.09172192383
109	0.09122617013
110	0.09085756138
111	0.09033525739
112	0.08985897391
113	0.08936357771
114	0.08906033761
115	0.08865061733
116	0.08813647461
117	0.08772154018
118	0.0873707101
119	0.08690232631
120	0.08661597552
121	0.08630671038
122	0.08589396449
123	0.08552598354
124	0.08498228237
125	0.08457819475
126	0.08418055943
127	0.08380221122
128	0.08331973703
129	0.08288698905
130	0.08255126953
131	0.08210653251
132	0.08170464216
133	0.08116473389
134	0.08073152379
135	0.08033701869
136	0.07990055629
137	0.07948393032
138	0.0791106829
139	0.07870643834
140	0.07835750035
141	0.07810464914
142	0.07777176339
143	0.07750414167
144	0.07713384138
145	0.07674979074
146	0.07641095843
147	0.07590635463
148	0.07576222447
149	0.07540816825
150	0.07509938267
151	0.07474394008
152	0.07461110142
153	0.07429833984
154	0.07407046945
155	0.07385191127
156	0.07371112061
157	0.07350334821
158	0.07314048549
159	0.07286616734
160	0.07256435285
161	0.07231416539
162	0.07217868042
163	0.07194469343
164	0.07162532261
165	0.07134443011
166	0.07119646345
167	0.07092897252
168	0.07077405657
169	0.07060703823
170	0.07040022496
171	0.07016469029
172	0.06985763986
173	0.06953974697
174	0.06920280239
175	0.06901899937
176	0.06868233817
177	0.06851368931
178	0.06824542672
179	0.06794620187
180	0.06771332659
181	0.0674487915
182	0.06723502023
183	0.06699690465
184	0.06680259487
185	0.06657240949
186	0.06628893607
187	0.06613468715
188	0.06587845285
189	0.06566567557
190	0.06541824777
191	0.06519211251
192	0.06502361189
193	0.0647978908
194	0.06454385376
195	0.06435274833
196	0.06416739328
197	0.06391364833
198	0.06371222796
199	0.06346590315
200	0.0632670942
201	0.06304835728
202	0.06294783674
203	0.06276317487
204	0.06251837158
205	0.06223178537
206	0.06209034075
207	0.06180891636
208	0.06160645403
209	0.06133314732
210	0.06108925084
211	0.06077932739
212	0.06070029122
213	0.06049062674
214	0.0602323434
215	0.06011730085
216	0.05995170375
217	0.05978229196
218	0.05946322196
219	0.05934533691
220	0.0591403329
221	0.05903822109
222	0.05882267107
223	0.05871447318
224	0.05846643066
225	0.05824996948
226	0.05809380668
227	0.05799550084
228	0.05787876674
229	0.0577638201
230	0.05762264579
231	0.05748214286
232	0.05735928345
233	0.05707734026
234	0.05696968297
235	0.05684942627
236	0.05671456473
237	0.05654541016
238	0.05639923968
239	0.05618241664
240	0.05602590506
241	0.05577916173
242	0.05564840262
243	0.05549290248
244	0.05534020124
245	0.05518163191
246	0.05506861223
247	0.05489348929
248	0.05475786482
249	0.05463562884
250	0.05458850534
251	0.05450794329
252	0.0544006958
253	0.05424358259
254	0.05407781546
255	0.0540042463
256	0.05383925084
257	0.05369575718
258	0.05359036691
259	0.05339459229
260	0.05325470407
261	0.0530617327
262	0.05288557652
263	0.05275028774
264	0.05262738909
265	0.05253044782
266	0.0524405038
267	0.05232818604
268	0.05217704555
269	0.05193388149
270	0.05179822649
271	0.05164243862
272	0.05151136998
273	0.05133294678
274	0.05109412493
275	0.05099081421
276	0.05090233939
277	0.05072124372
278	0.05052447946
279	0.0503732605
280	0.0502454398
281	0.05012971715
282	0.04996277291
283	0.04980224173
284	0.04968817139
285	0.0495456107
286	0.04940590995
287	0.04921630423
288	0.04903097534
289	0.04889082554
290	0.04872841099
291	0.04861677333
292	0.04847649275
293	0.04831082153
294	0.04823754447
295	0.04812717111
296	0.0479306815
297	0.04780218942
298	0.047655753
299	0.04757127162
300	0.04750866263
301	0.0473951852
302	0.04728485107
303	0.04720035226
304	0.0470771746
305	0.04691896275
306	0.04677806309
307	0.04667019653
308	0.04660209002
309	0.04650254168
310	0.04639149257
311	0.04624172974
312	0.04606244332
313	0.04592953927
314	0.04582186018
315	0.04574278477
316	0.04563965716
317	0.04557605852
318	0.04551456124
319	0.04541994367
320	0.04529741124
321	0.04519381278
322	0.04504592024
323	0.04490302386
324	0.04479525757
325	0.04466037423
326	0.04462207903
327	0.04450991385
