iter	MultiClass
169	0.1958470573
170	0.1952378503
171	0.1950546657
172	0.1943253745
173	0.1939282394
174	0.192993727
175	0.1922510479
176	0.1920492958
177	0.1913563471
178	0.1910561976
179	0.1895363966
180	0.1893002531
181	0.1882172904
182	0.1868279427
183	0.1860022878
184	0.1856187428
185	0.1850663812
186	0.1847257016
187	0.1839329395
188	0.1831425326
189	0.1828036941
190	0.1824656253
191	0.1816484333
192	0.1813620233
193	0.1805383686
194	0.1803621664
195	0.1796587147
196	0.1785827831
197	0.178149573
198	0.1777637928
199	0.1770578871
200	0.1764376025
201	0.1758566066
202	0.1754351713
203	0.1749621558
204	0.1745509272
205	0.1742142572
206	0.1739545313
207	0.1737747677
208	0.1735100652
209	0.1730635371
210	0.1724350169
211	0.1721236541
212	0.1720099294
213	0.1707843552
214	0.1706751268
215	0.1699854644
216	0.1695555686
217	0.1688488689
218	0.1681752577
219	0.1680222157
220	0.1669533782
221	0.1665720567
222	0.1663576918
223	0.1659548231
224	0.1653785601
225	0.1649426444
226	0.1647710759
227	0.1642727492
228	0.1635925293
229	0.1634553293
230	0.1630831259
231	0.1624542959
232	0.1621163895
233	0.1613615798
234	0.1608339644
235	0.1605252641
236	0.1602851443
237	0.160075521
238	0.1597850921
239	0.1593815196
240	0.158992177
241	0.158748963
242	0.1583298093
243	0.1579521335
244	0.1578104133
245	0.1572670866
246	0.1572261264
247	0.1569673004
248	0.1567144861
249	0.1565633608
250	0.1562853549
251	0.1562304708
252	0.1559213746
253	0.1551423853
254	0.1545457305
255	0.1544095114
256	0.1541967383
257	0.1540858718
258	0.1533422531
259	0.153050258
260	0.152798075
261	0.1522784896
262	0.1518643403
263	0.1516847694
264	0.1514922812
265	0.151229976
266	0.1509903912
267	0.1508196489
268	0.1504066384
269	0.1499908733
270	0.1495285485
271	0.1487125134
272	0.1486079288
273	0.1485103818
274	0.147918069
275	0.147600778
276	0.1473216867
277	0.1470180294
278	0.1468906728
279	0.1467254441
280	0.1465776416
281	0.1465317391
282	0.1462277323
283	0.1460984896
284	0.1459345515
285	0.1457161819
286	0.1453420994
287	0.1451935692
288	0.1446750966
289	0.1445039571
290	0.1438204619
291	0.1435367477
292	0.1431600872
293	0.1430625837
294	0.1427432163
295	0.1424801522
296	0.1419295762
297	0.1414828789
298	0.1411374211
299	0.1409822131
300	0.140654916
301	0.1403524819
302	0.1400111831
303	0.1392471207
304	0.1390328322
305	0.1387023189
306	0.1380852276
307	0.1380394084
308	0.1379970009
309	0.1378132647
310	0.1373911529
311	0.1372907522
312	0.1372647515
313	0.1368285634
314	0.1367013474
315	0.1362933007
316	0.1361335132
317	0.1358611822
318	0.1358004989
319	0.1355793258
320	0.1353185309
321	0.1351944332
322	0.1349563551
323	0.1349122358
324	0.1347783281
325	0.1346073916
326	0.1343463566
327	0.1342706051
328	0.1339061275
329	0.1336789777
330	0.1331611649
331	0.132720548
332	0.1326704458
333	0.1320926019
334	0.1317427706
335	0.1312806191
336	0.131031296
337	0.1307818531
338	0.1305766782
339	0.1300611254
340	0.1299824522
341	0.1297507086
342	0.1294015355
343	0.1291887519
344	0.1291198981
345	0.1289496624
346	0.1286551991
347	0.1283758993
348	0.1281502062
349	0.1280479785
350	0.1278454387
351	0.1275185964
352	0.1273569553
353	0.127106466
354	0.1269798022
355	0.1268127146
356	0.1266220015
357	0.1264431239
358	0.1260782796
359	0.1259365089
360	0.1258542241
361	0.1256735949
362	0.1255553237
363	0.1251493987
364	0.1250873896
365	0.124836636
366	0.1247186917
367	0.1244281162
368	0.1242402555
369	0.1238649519
370	0.1236824259
371	0.1235425236
372	0.123309133
373	0.1232585308
374	0.1231478762
375	0.1230031778
376	0.1228973596
377	0.1228014077
378	0.1227789649
379	0.1224040508
380	0.1221642053
381	0.1218724573
382	0.1216590717
383	0.1214996014
384	0.1212962175
385	0.1211543616
386	0.1209525761
387	0.1203652023
388	0.1202203077
389	0.1201784013
390	0.1200641202
391	0.1199340468
392	0.1198364736
393	0.1196227746
394	0.1194501614
395	0.1192493831
396	0.1192342155
397	0.1187805199
398	0.1186399171
399	0.1185874748
400	0.1182459702
401	0.1179265845
402	0.117386118
403	0.1168249075
404	0.116635548
405	0.1165294548
406	0.1163333886
407	0.1160761028
408	0.1160079253
409	0.1157359377
410	0.1155108699
411	0.1150984644
412	0.114988778
413	0.1148981937
414	0.1147562917
415	0.1146396414
416	0.1144908666
417	0.1143104752
418	0.114114144
419	0.1138934892
420	0.1134542273
421	0.1131310842
422	0.1129298695
423	0.1128077058
424	0.1126398729
425	0.1124339968
426	0.1121267481
427	0.1117560592
428	0.1114248836
429	0.111188527
430	0.1109778181
431	0.110745436
432	0.1105986641
433	0.1104802256
434	0.1102650048
435	0.1100739882
436	0.109846149
437	0.1097546813
438	0.1095196238
439	0.1093887614
440	0.1092787059
441	0.1088423064
442	0.1087514547
443	0.1086181202
444	0.1085296717
445	0.1080992902
446	0.1078553298
447	0.1076376976
448	0.1073074772
449	0.1072770058
450	0.1070516509
451	0.1069393704
452	0.1067956115
453	0.1067344939
454	0.1065894828
455	0.1063812773
456	0.1062392462
457	0.1060122509
458	0.1057749612
459	0.1054596131
460	0.1052859054
461	0.1051942736
462	0.1051235916
463	0.1050155842
464	0.1049205598
465	0.1048405245
466	0.1047160669
467	0.1044935092
468	0.1043978537
469	0.1042370938
470	0.10402453
471	0.10392214
472	0.1037267465
473	0.1037031074
474	0.1035479095
475	0.1034905036
476	0.1033426725
477	0.103210286
478	0.1030942826
479	0.1029568884
480	0.1027924798
481	0.1025634314
482	0.102358285
483	0.1021844548
484	0.1020269232
485	0.1019198829
486	0.1018359755
487	0.1016337303
488	0.1014805886
489	0.1010259116
490	0.1005834608
491	0.1004798473
492	0.1002725159
493	0.10013461
494	0.1000160789
495	0.09981284405
496	0.09976737816
497	0.09970487107
498	0.09965623133
499	0.099488262
500	0.09927303924
501	0.09904139863
502	0.09887140268
503	0.09869809892
504	0.09860985895
505	0.09848725725
506	0.0983238059
507	0.09815084188
508	0.09802258307
509	0.09791976766
510	0.09778735247
511	0.0976926465
512	0.09745399376
513	0.09731927951
514	0.09723791996
515	0.09711690294
516	0.09704691549
517	0.09690357352
518	0.09684119484
519	0.09673371207
520	0.09655380462
521	0.09648274572
522	0.09638968495
523	0.09613387419
524	0.09603089226
525	0.09594777893
526	0.09585733366
527	0.0958042236
528	0.09562869071
529	0.09516955755
530	0.09503570107
531	0.09491972485
532	0.09482020962
533	0.09468819074
534	0.09453440313
535	0.09445170718
536	0.09436662502
537	0.09422915067
538	0.09418783135
539	0.09416727609
540	0.09396847481
541	0.09368469375
542	0.09351542507
543	0.09332782864
544	0.09317851877
545	0.09308817242
546	0.09291205196
547	0.09286526518
548	0.09276901264
549	0.09232180263
550	0.0922096789
551	0.09211870729
552	0.09191243752
553	0.09184543028
554	0.09171331707
555	0.09164277347
556	0.09146136776
557	0.09137318996
558	0.09130802126
559	0.0911856881
560	0.09108026032
561	0.09099751034
562	0.09073212825
563	0.09060699304
564	0.09047966078
565	0.09043393638
566	0.09036953614
567	0.09018881574
568	0.09016914922
569	0.09008187285
570	0.08977161516
571	0.08962428577
572	0.08944204689
573	0.08939598543
574	0.08931505289
575	0.08919674724
576	0.08911349025
577	0.08904536172
578	0.08889154117
579	0.08884019844
580	0.08877474408
581	0.08871006673
582	0.08860331955
583	0.08836200608
584	0.08827357688
585	0.08810522023
586	0.08802905394
587	0.08797575199
588	0.08791430524
589	0.0878349775
590	0.08764192264
591	0.08758469102
592	0.08741932043
593	0.08728584432
594	0.08720031384
595	0.0871249828
596	0.08707412026
597	0.0869600523
598	0.08687188492
599	0.08682391239
600	0.08667432908
601	0.08650939225
602	0.08644918352
603	0.08634319974
604	0.08631209834
605	0.08621893782
606	0.08612737567
607	0.08605722037
608	0.08595421545
609	0.08589236157
610	0.0857676863
611	0.08541030787
612	0.08534753645
613	0.08525811688
614	0.08514749428
615	0.08503486863
616	0.08487426392
617	0.08483888342
618	0.08471681547
619	0.08445677848
620	0.08435152915
621	0.08425028827
622	0.08414197169
623	0.08390838005
624	0.08386972355
625	0.0837814937
626	0.08373584427
627	0.0836330129
628	0.08355923868
629	0.08328489871
630	0.08325173989
631	0.08311617647
632	0.08309577375
633	0.08297780028
634	0.0829355686
635	0.08276316975
636	0.08269703865
637	0.0826009169
638	0.08249379156
639	0.08242845473
640	0.08236505852
641	0.08232441524
642	0.08225062171
643	0.08220350448
644	0.08212584769
645	0.08201097218
646	0.08189206488
647	0.08181855811
648	0.0816223867
649	0.08152713136
650	0.08129061728
651	0.08117645154
652	0.0809904677
653	0.08097213282
654	0.08093538726
655	0.08083466097
656	0.08074031704
657	0.08067177923
658	0.08060642996
659	0.08057198664
660	0.0803371319
661	0.08020918539
662	0.08014701976
663	0.08011605796
664	0.07997285362
665	0.07986944155
666	0.07974311531
667	0.07965047674
668	0.07946019182
669	0.0794058246
670	0.0793288524
671	0.07922888145
672	0.07906570674
673	0.07889956668
674	0.07883940983
675	0.07875835542
676	0.07858734673
677	0.0785576973
678	0.07841802866
679	0.07833479571
680	0.07821109086
681	0.07812973761
682	0.07804232143
683	0.07791817045
684	0.07760883782
685	0.07754954103
686	0.07746959812
687	0.07738899658
688	0.07728230232
689	0.07719835598
690	0.07702442122
691	0.07676054216
692	0.0765411402
693	0.07648774061
694	0.07638553144
695	0.07632517906
696	0.07606101751
697	0.07583755676
698	0.07578154893
699	0.07562773302
700	0.07557133021
701	0.07531686047
702	0.07516589654
703	0.07507409736
704	0.07504014807
705	0.07497046238
706	0.0748572568
707	0.07470148382
708	0.07466180991
709	0.07453330843
710	0.07449204484
711	0.07439159145
712	0.07436177378
713	0.0742110777
714	0.07417784467
715	0.07410196367
716	0.07397640944
717	0.07373946575
718	0.07366142422
719	0.07352946835
720	0.07349289608
721	0.07332460239
722	0.07328732191
723	0.07323336436
724	0.07320242637
725	0.07316713021
726	0.07307115052
727	0.07301768647
728	0.07286990719
729	0.07281586855
730	0.07263454934
731	0.07250952928
732	0.07247527594
733	0.0724347973
734	0.07237111775
735	0.0723318513
736	0.07223700214
737	0.07220604544
738	0.07216529057
739	0.07203447588
740	0.07197883962
741	0.07195613108
742	0.07180517015
743	0.07170037752
744	0.07162610341
745	0.07156255428
746	0.07148349144
747	0.07142176376
748	0.0713735834
749	0.07131595048
750	0.07118208972
751	0.07114156343
752	0.07110783864
753	0.07102112357
754	0.07095728565
755	0.07085696362
756	0.07074018615
757	0.07069495141
758	0.07066251145
759	0.07053671553
760	0.07049343678
761	0.07040906136
762	0.07030792432
763	0.07016530863
764	0.07008470484
765	0.07000131646
766	0.06994266261
767	0.06987086223
768	0.06957417203
769	0.06951141875
770	0.0694415195
771	0.0693789824
772	0.06918796284
773	0.0691389359
774	0.06905330026
775	0.06892723382
776	0.06889904445
777	0.06884175007
778	0.06881166359
779	0.06876263677
780	0.06864421914
781	0.0686060757
782	0.06854753399
783	0.06842196946
784	0.06829347389
785	0.06823963504
786	0.06817827224
787	0.06816405777
788	0.0680238895
789	0.06796810416
790	0.06791790839
791	0.06782192584
792	0.06780692698
793	0.06775835708
794	0.06770147162
795	0.06756408053
796	0.06752152007
797	0.06744571511
798	0.06735402359
799	0.06729902334
800	0.06717867118
801	0.06702060171
802	0.06689636232
803	0.06682867021
804	0.06676468638
805	0.0667077347
806	0.06657909772
807	0.06648564806
808	0.06643910984
809	0.06639849192
810	0.06623416414
811	0.06614584004
812	0.06610766698
813	0.06605841066
814	0.06599471028
815	0.06589655213
816	0.06581861276
817	0.06570621305
818	0.06563292084
819	0.06540190779
820	0.06535637421
821	0.06527253191
822	0.06516899088
823	0.06507823073
824	0.06503853097
825	0.06493361171
826	0.06483327055
827	0.06464143167
828	0.06461426014
829	0.06452943828
830	0.06448489635
831	0.0644401301
832	0.06438081952
833	0.06434874032
834	0.06427979043
835	0.06410458138
836	0.06401372652
837	0.06392806721
838	0.06375555546
839	0.06363852421
840	0.06352341614
841	0.0634688098
842	0.0634264243
843	0.06336993763
844	0.06323061097
845	0.06319104123
846	0.06310191716
847	0.06297186774
848	0.06274930615
849	0.06268609895
850	0.06262803356
851	0.06255646152
852	0.06250079433
853	0.06243313768
854	0.06237471118
855	0.06227953551
856	0.06223124672
857	0.06219394448
858	0.0621367565
859	0.06210724927
860	0.06206383398
861	0.06202758226
862	0.06196344661
863	0.06182642275
864	0.06181252154
865	0.06177433532
866	0.06171419734
867	0.06168067722
868	0.06163417459
869	0.06157274739
870	0.06147088338
871	0.06132254518
872	0.06119873531
873	0.06112028568
874	0.06107860667
875	0.06098218674
876	0.06084954981
877	0.06074007287
878	0.06068382069
879	0.06060841547
880	0.06057053016
881	0.0605009151
882	0.06038689022
883	0.0603456936
884	0.06028981559
885	0.06025047936
886	0.06007194774
887	0.06004747479
888	0.05999324534
889	0.05981443175
890	0.0596977753
891	0.05962028732
892	0.05954189372
893	0.05949559666
894	0.05937827626
895	0.05929436491
896	0.05925557478
897	0.05917635533
898	0.05908924466
899	0.05901795073
900	0.05894782257
901	0.05881870057
902	0.05874515965
903	0.05866269753
904	0.05859286375
905	0.05854792072
906	0.05853016947
907	0.0584874803
908	0.05834413513
909	0.05828940913
910	0.05824759712
911	0.05819115851
912	0.05805020763
913	0.0578881734
914	0.05784123654
915	0.05778742671
916	0.05776121426
917	0.05771073048
918	0.05767106403
919	0.05756995985
920	0.05745050642
921	0.05740441976
922	0.05732147629
923	0.05725642364
924	0.05721342998
925	0.05717604929
926	0.05711004598
927	0.05705640554
928	0.05700441247
929	0.05689928981
930	0.0568488715
931	0.05682520353
932	0.05671733747
933	0.0566645539
934	0.05659758914
935	0.05654707773
936	0.0564857076
937	0.05643912628
938	0.05637943043
939	0.05636112635
940	0.0562966567
941	0.05622343059
942	0.05609338077
943	0.0560239495
944	0.05595807503
945	0.05592030204
946	0.05586113224
947	0.05580366489
948	0.05576662416
949	0.05570175053
950	0.05565992846
951	0.05556053638
952	0.05552014915
953	0.0554989138
954	0.0554594994
955	0.05541162567
956	0.05530324895
957	0.05525292881
958	0.05519988625
959	0.0551648837
960	0.05511744078
961	0.05505123469
962	0.05503616934
963	0.05500072204
964	0.05493630507
965	0.05486232791
966	0.0548015031
967	0.05474912425
968	0.0546550104
969	0.05457014777
970	0.05447172123
971	0.05432758647
972	0.05427997111
973	0.05417789924
974	0.05412226929
975	0.05405712619
976	0.05398914849
977	0.05395336484
978	0.05384210686
979	0.05376807954
980	0.05369350104
981	0.05365274503
982	0.05359564436
983	0.05355921924
984	0.05350955684
985	0.05347026933
986	0.05340967503
987	0.05337436839
988	0.05332904118
989	0.05327337833
990	0.05318057462
991	0.05315520343
992	0.05310524883
993	0.05305382438
994	0.05294817519
995	0.05289340204
996	0.05277276018
997	0.05273828738
998	0.05269814781
999	0.0526760818
