iter	Passed	Remaining
278	18475	47744
279	18545	47687
280	18594	47577
281	18654	47497
282	18708	47398
283	18776	47337
284	18834	47250
285	18888	47156
286	18927	47020
287	18961	46876
288	19000	46744
289	19061	46667
290	19118	46580
291	19184	46516
292	19240	46426
293	19330	46419
294	19413	46394
295	19485	46343
296	19544	46261
297	19593	46157
298	19648	46064
299	19699	45964
300	19756	45879
301	19831	45834
302	19914	45809
303	19973	45729
304	20046	45678
305	20103	45593
306	20156	45500
307	20209	45405
308	20262	45312
309	20322	45234
310	20371	45131
311	20431	45053
312	20503	45003
313	20570	44939
314	20636	44875
315	20703	44813
316	20763	44737
317	20825	44664
318	20891	44599
319	20953	44525
320	21005	44433
321	21059	44342
322	21125	44278
323	21176	44183
324	21240	44115
325	21294	44025
326	21364	43969
327	21417	43880
328	21486	43821
329	21543	43739
330	21606	43670
331	21651	43563
332	21693	43452
333	21733	43335
334	21774	43223
335	21813	43107
336	21854	42995
337	21898	42890
338	21945	42789
339	21989	42686
340	22034	42582
341	22080	42483
342	22120	42370
343	22174	42286
344	22226	42198
345	22289	42130
346	22341	42043
347	22410	41987
348	22467	41908
349	22544	41867
350	22601	41789
351	22647	41691
352	22750	41699
353	22844	41687
354	22934	41670
355	23032	41664
356	23104	41613
357	23192	41590
358	23279	41566
359	23372	41550
360	23454	41515
361	23534	41478
362	23637	41480
363	23743	41486
364	23816	41434
365	23888	41380
366	23957	41321
367	24042	41290
368	24099	41211
369	24167	41150
370	24234	41087
371	24318	41054
372	24381	40984
373	24449	40924
374	24513	40855
375	24658	40922
376	24730	40866
377	24801	40811
378	24860	40733
379	24909	40641
380	24957	40547
381	25012	40465
382	25070	40388
383	25112	40283
384	25149	40174
385	25192	40073
386	25233	39968
387	25305	39914
388	25343	39806
389	25389	39712
390	25431	39610
391	25482	39524
392	25531	39434
393	25578	39340
394	25623	39245
395	25683	39174
396	25724	39073
397	25780	38995
398	25828	38904
399	25894	38842
400	25956	38772
401	26017	38702
402	26064	38611
403	26115	38527
404	26163	38437
405	26215	38354
406	26272	38279
407	26324	38196
408	26366	38099
409	26425	38026
410	26497	37973
411	26574	37926
412	26698	37946
413	26752	37867
414	26813	37797
415	26882	37738
416	26941	37666
417	27001	37595
418	27051	37510
419	27104	37429
420	27157	37349
421	27206	37264
422	27246	37165
423	27289	37072
424	27338	36987
425	27389	36905
426	27431	36811
427	27480	36726
428	27521	36631
429	27587	36569
430	27664	36522
431	27725	36453
432	27798	36400
433	27845	36314
434	27894	36231
435	27950	36155
436	27991	36062
437	28026	35960
438	28074	35876
439	28119	35787
440	28164	35700
441	28223	35630
442	28277	35553
443	28345	35495
444	28410	35433
445	28460	35352
446	28510	35271
447	28567	35198
448	28632	35136
449	28678	35051
450	28719	34960
451	28767	34877
452	28827	34808
453	28869	34719
454	28907	34625
455	28951	34538
456	28996	34453
457	29048	34376
458	29110	34311
459	29211	34291
460	29307	34266
461	29399	34235
462	29498	34213
463	29619	34215
464	29684	34153
465	29772	34116
466	29822	34037
467	29869	33953
468	29917	33872
469	29972	33799
470	30023	33720
471	30085	33655
472	30140	33581
473	30195	33507
474	30241	33425
475	30298	33354
476	30347	33274
477	30397	33195
478	30450	33120
479	30503	33045
480	30554	32968
481	30601	32887
482	30645	32802
483	30696	32726
484	30742	32644
485	30791	32565
486	30846	32493
487	30889	32408
488	30932	32324
489	30976	32240
490	31025	32162
491	31069	32079
492	31123	32007
493	31171	31928
494	31227	31858
495	31277	31782
496	31334	31713
497	31392	31644
498	31436	31562
499	31495	31495
500	31557	31431
501	31603	31351
502	31655	31277
503	31706	31203
504	31780	31150
505	31834	31079
506	31886	31006
507	31936	30930
508	31986	30855
509	32036	30780
510	32090	30708
511	32143	30636
512	32191	30560
513	32241	30485
514	32288	30407
515	32347	30341
516	32394	30264
517	32446	30191
518	32500	30120
519	32549	30045
520	32603	29975
521	32652	29900
522	32709	29832
523	32766	29765
524	32817	29692
525	32867	29618
526	32912	29540
527	32962	29466
528	33015	29395
529	33060	29317
530	33114	29247
531	33159	29170
532	33204	29092
533	33250	29016
534	33305	28947
535	33351	28871
536	33401	28798
537	33450	28725
538	33508	28659
539	33570	28596
540	33613	28518
541	33673	28454
542	33724	28383
543	33778	28314
544	33831	28244
545	33894	28183
546	33981	28142
547	34046	28082
548	34117	28027
549	34200	27982
550	34272	27928
551	34381	27903
552	34519	27903
553	34638	27886
554	34733	27849
555	34822	27807
556	34904	27760
557	34969	27699
558	35046	27648
559	35146	27615
560	35241	27577
561	35334	27538
562	35425	27497
563	35494	27438
564	35642	27441
565	35744	27408
566	35824	27358
567	35914	27314
568	35994	27264
569	36128	27254
570	36229	27219
571	36292	27156
572	36388	27116
573	36458	27058
574	36541	27008
575	36634	26966
576	36709	26911
577	36787	26858
578	36873	26811
579	36972	26772
580	37067	26732
581	37122	26661
582	37173	26588
583	37250	26534
584	37307	26465
585	37344	26383
586	37385	26303
587	37433	26228
588	37474	26149
589	37527	26078
590	37572	26001
591	37616	25924
592	37699	25875
593	37747	25800
594	37801	25730
595	37860	25663
596	37910	25591
597	37968	25523
598	38020	25452
599	38067	25378
600	38124	25310
601	38179	25241
602	38225	25166
603	38272	25092
604	38317	25017
605	38373	24948
606	38424	24877
607	38470	24803
608	38516	24728
609	38580	24666
610	38626	24591
611	38670	24516
612	38723	24447
613	38770	24373
614	38815	24299
615	38870	24231
616	38921	24160
617	38973	24090
618	39028	24022
619	39079	23951
620	39127	23879
621	39175	23807
622	39233	23741
623	39278	23668
624	39327	23596
625	39384	23529
626	39441	23463
627	39489	23391
628	39535	23318
629	39583	23247
630	39630	23175
631	39680	23104
632	39721	23029
633	39768	22957
634	39822	22890
635	39891	22830
636	39947	22764
637	40033	22714
638	40094	22651
639	40148	22583
640	40214	22522
641	40263	22452
642	40307	22379
643	40364	22313
644	40413	22243
645	40481	22183
646	40532	22114
647	40573	22039
648	40619	21968
649	40666	21897
650	40720	21830
651	40805	21779
652	40860	21713
653	40916	21646
654	40965	21577
655	41021	21511
656	41080	21446
657	41133	21379
658	41178	21307
659	41231	21240
660	41278	21169
661	41329	21101
662	41378	21032
663	41436	20967
664	41492	20902
665	41541	20833
666	41589	20763
667	41642	20696
668	41692	20628
669	41737	20557
670	41784	20487
671	41830	20417
672	41887	20352
673	41935	20283
674	41983	20214
675	42073	20165
676	42134	20102
677	42194	20039
678	42255	19976
679	42314	19912
680	42364	19844
681	42414	19776
682	42466	19709
683	42523	19645
684	42577	19579
685	42639	19516
686	42723	19464
687	42789	19404
688	42856	19344
689	42923	19284
690	42975	19217
691	43043	19158
692	43108	19097
693	43158	19029
694	43204	18960
695	43260	18895
696	43317	18830
697	43375	18766
698	43421	18697
699	43476	18632
700	43532	18568
701	43576	18498
702	43629	18432
703	43683	18366
704	43736	18300
705	43801	18240
706	43858	18176
707	43916	18112
708	43970	18047
709	44027	17983
710	44095	17923
711	44161	17862
712	44235	17805
713	44379	17776
714	44608	17780
715	44869	17797
716	45007	17764
717	45200	17753
718	45383	17736
719	45538	17709
720	45741	17700
721	45982	17705
722	46334	17751
723	46427	17698
724	46616	17681
725	46776	17653
726	46904	17613
727	46999	17560
728	47150	17528
729	47297	17493
730	47378	17434
731	47514	17396
732	47597	17337
733	47681	17279
734	47768	17222
735	47853	17165
736	47974	17119
737	48079	17068
738	48214	17028
739	48333	16981
740	48438	16930
741	48565	16886
742	48680	16838
743	48767	16780
744	48858	16723
745	48940	16663
746	49044	16610
747	49125	16550
748	49186	16483
749	49249	16416
750	49311	16349
751	49383	16286
752	49455	16222
753	49534	16161
754	49607	16097
755	49677	16033
756	49761	15973
757	49830	15909
758	49888	15840
759	49936	15769
760	49992	15700
761	50050	15632
762	50115	15566
763	50177	15499
764	50239	15432
765	50317	15371
766	50396	15309
767	50488	15251
768	50568	15190
769	50626	15122
770	50680	15052
771	50736	14984
772	50790	14915
773	50911	14865
774	50997	14805
775	51100	14750
776	51200	14694
777	51302	14638
778	51377	14575
779	51438	14508
780	51487	14437
781	51543	14368
782	51604	14301
783	51655	14231
784	51696	14158
785	51745	14088
786	51810	14022
787	51878	13957
788	51934	13888
789	51995	13821
790	52053	13753
791	52102	13683
792	52151	13613
793	52191	13540
794	52241	13471
795	52318	13408
796	52386	13343
797	52463	13280
798	52528	13214
799	52584	13146
800	52625	13074
801	52670	13003
802	52716	12933
803	52755	12860
804	52794	12788
805	52835	12717
806	52870	12644
807	52911	12573
808	52948	12500
809	53012	12435
810	53061	12365
811	53116	12297
812	53193	12235
813	53284	12175
814	53374	12115
815	53459	12054
816	53567	11998
817	53610	11927
818	53681	11863
819	53728	11793
820	53770	11723
821	53810	11652
822	53857	11582
823	53907	11514
824	53947	11443
825	53988	11372
826	54028	11302
827	54070	11231
828	54112	11161
829	54157	11092
830	54203	11023
831	54245	10953
832	54289	10883
833	54330	10814
834	54376	10745
835	54427	10677
836	54486	10610
837	54567	10548
838	54667	10490
839	54802	10438
840	54951	10389
841	55084	10336
842	55232	10286
843	55350	10230
844	55473	10175
845	55556	10113
846	55640	10050
847	55740	9991
848	55889	9940
849	56016	9885
850	56121	9826
851	56225	9766
852	56329	9707
853	56435	9648
854	56536	9588
855	56612	9523
856	56683	9458
857	56761	9394
858	56834	9329
859	56901	9263
860	56953	9194
861	57008	9126
862	57070	9059
863	57151	8996
864	57229	8931
865	57298	8866
866	57361	8799
867	57419	8731
868	57497	8667
869	57575	8603
870	57642	8537
871	57714	8471
872	57783	8406
873	57858	8341
874	57916	8273
875	57993	8209
876	58037	8139
877	58095	8072
878	58160	8006
879	58209	7937
880	58256	7868
881	58306	7800
882	58383	7736
883	58482	7674
884	58540	7606
885	58586	7538
886	58636	7470
887	58678	7400
888	58723	7332
889	58776	7264
890	58825	7196
891	58869	7127
892	58905	7058
893	58944	6988
894	59023	6924
895	59067	6856
896	59120	6788
897	59166	6720
898	59209	6651
899	59256	6584
900	59302	6515
901	59346	6447
902	59396	6380
903	59437	6311
904	59485	6244
905	59524	6175
906	59563	6107
907	59600	6038
908	59645	5971
909	59682	5902
910	59732	5835
911	59798	5770
912	59854	5703
913	59909	5636
914	59955	5569
915	60002	5502
916	60048	5435
917	60090	5367
918	60131	5299
919	60176	5232
920	60221	5165
921	60276	5099
922	60331	5033
923	60385	4966
924	60430	4899
925	60487	4833
926	60546	4767
927	60600	4701
928	60665	4636
929	60729	4571
930	60775	4504
931	60820	4437
932	60863	4370
933	60928	4305
934	60988	4239
935	61071	4175
936	61152	4111
937	61246	4048
938	61330	3984
939	61445	3922
940	61515	3856
941	61609	3793
942	61676	3728
943	61745	3662
944	61841	3599
945	61935	3535
946	62016	3470
947	62109	3406
948	62174	3341
949	62241	3275
950	62297	3209
951	62378	3145
952	62498	3082
953	62581	3017
954	62635	2951
955	62702	2885
956	62762	2820
957	62855	2755
958	62922	2690
959	62976	2624
960	63047	2558
961	63120	2493
962	63187	2427
963	63278	2363
964	63381	2298
965	63463	2233
966	63593	2170
967	63663	2104
968	63720	2038
969	63770	1972
970	63825	1906
971	63894	1840
972	63952	1774
973	64010	1708
974	64064	1642
975	64150	1577
976	64204	1511
977	64263	1445
978	64327	1379
979	64386	1314
980	64445	1248
981	64498	1182
982	64561	1116
983	64625	1050
984	64685	985
985	64736	919
986	64805	853
987	64854	787
988	64912	721
989	64960	656
990	65008	590
991	65064	524
992	65109	458
993	65169	393
994	65214	327
995	65270	262
996	65350	196
997	65396	131
998	65449	65
999	65497	0
