iter	Passed	Remaining
304	2350	5355
305	2361	5356
306	2369	5349
307	2378	5344
308	2389	5344
309	2400	5343
310	2409	5338
311	2415	5326
312	2424	5321
313	2431	5312
314	2439	5304
315	2450	5303
316	2460	5301
317	2470	5298
318	2479	5292
319	2488	5288
320	2496	5280
321	2502	5268
322	2509	5260
323	2517	5251
324	2525	5245
325	2536	5243
326	2547	5242
327	2558	5242
328	2566	5233
329	2578	5234
330	2590	5235
331	2598	5227
332	2607	5222
333	2616	5217
334	2626	5213
335	2635	5207
336	2645	5203
337	2650	5191
338	2657	5180
339	2663	5171
340	2668	5156
341	2677	5152
342	2690	5153
343	2697	5143
344	2705	5137
345	2717	5136
346	2727	5132
347	2738	5131
348	2748	5127
349	2759	5124
350	2768	5118
351	2776	5111
352	2787	5108
353	2794	5099
354	2809	5104
355	2819	5100
356	2829	5096
357	2837	5087
358	2846	5083
359	2859	5084
360	2870	5081
361	2878	5072
362	2888	5067
363	2897	5061
364	2906	5057
365	2914	5049
366	2923	5043
367	2932	5036
368	2941	5029
369	2947	5018
370	2955	5011
371	2963	5002
372	2971	4994
373	2975	4981
374	2984	4974
375	2990	4963
376	2998	4954
377	3005	4945
378	3014	4938
379	3022	4932
380	3031	4925
381	3040	4919
382	3050	4913
383	3056	4903
384	3064	4895
385	3071	4886
386	3080	4879
387	3087	4870
388	3094	4860
389	3101	4850
390	3105	4837
391	3115	4832
392	3123	4823
393	3132	4817
394	3138	4807
395	3148	4801
396	3156	4795
397	3164	4786
398	3169	4773
399	3178	4767
400	3193	4769
401	3202	4763
402	3215	4763
403	3229	4763
404	3238	4758
405	3247	4751
406	3255	4743
407	3262	4733
408	3270	4725
409	3278	4718
410	3289	4714
411	3298	4708
412	3310	4704
413	3323	4703
414	3338	4705
415	3350	4703
416	3361	4699
417	3371	4694
418	3381	4689
419	3398	4693
420	3406	4684
421	3414	4677
422	3425	4672
423	3435	4667
424	3446	4662
425	3454	4654
426	3468	4654
427	3480	4652
428	3493	4649
429	3503	4644
430	3522	4650
431	3534	4647
432	3544	4641
433	3552	4633
434	3558	4622
435	3569	4617
436	3584	4617
437	3592	4609
438	3601	4602
439	3652	4648
440	3661	4641
441	3670	4633
442	3681	4628
443	3687	4617
444	3697	4611
445	3703	4600
446	3710	4590
447	3719	4582
448	3729	4577
449	3744	4576
450	3749	4564
451	3759	4557
452	3767	4549
453	3776	4541
454	3782	4530
455	3795	4527
456	3806	4522
457	3816	4516
458	3827	4511
459	3836	4504
460	3847	4498
461	3857	4491
462	3864	4482
463	3876	4478
464	3887	4472
465	3898	4467
466	3911	4464
467	3920	4457
468	3929	4448
469	3940	4443
470	3950	4436
471	3957	4426
472	3966	4418
473	3977	4414
474	3988	4407
475	3995	4398
476	4004	4390
477	4013	4382
478	4022	4375
479	4029	4365
480	4035	4353
481	4041	4343
482	4045	4330
483	4051	4319
484	4060	4311
485	4067	4301
486	4074	4291
487	4081	4282
488	4089	4272
489	4097	4264
490	4108	4259
491	4120	4254
492	4130	4247
493	4140	4241
494	4149	4233
495	4159	4226
496	4168	4218
497	4178	4211
498	4189	4206
499	4197	4197
500	4205	4188
501	4211	4177
502	4219	4169
503	4226	4159
504	4233	4149
505	4239	4138
506	4248	4131
507	4255	4121
508	4260	4109
509	4270	4102
510	4279	4095
511	4287	4086
512	4299	4081
513	4309	4074
514	4314	4063
515	4322	4054
516	4329	4045
517	4334	4033
518	4343	4025
519	4352	4018
520	4359	4008
521	4364	3997
522	4372	3987
523	4376	3975
524	4387	3969
525	4398	3964
526	4408	3956
527	4417	3949
528	4425	3939
529	4433	3931
530	4441	3923
531	4448	3913
532	4456	3904
533	4461	3893
534	4467	3883
535	4472	3871
536	4482	3864
537	4492	3857
538	4497	3846
539	4506	3839
540	4515	3831
541	4525	3824
542	4535	3817
543	4543	3808
544	4550	3799
545	4558	3790
546	4568	3783
547	4580	3778
548	4593	3773
549	4605	3768
550	4616	3762
551	4630	3758
552	4639	3750
553	4649	3743
554	4660	3736
555	4672	3731
556	4681	3723
557	4693	3717
558	4704	3711
559	4717	3706
560	4727	3699
561	4738	3692
562	4750	3686
563	4764	3682
564	4773	3674
565	4784	3668
566	4792	3659
567	4803	3653
568	4826	3655
569	4832	3645
570	4841	3637
571	4852	3630
572	4863	3624
573	4874	3617
574	4885	3611
575	4892	3601
576	4902	3593
577	4911	3585
578	4922	3579
579	4932	3571
580	4943	3565
581	4951	3556
582	4961	3548
583	4975	3543
584	4983	3535
585	4996	3529
586	5004	3521
587	5012	3512
588	5021	3503
589	5027	3493
590	5035	3484
591	5045	3477
592	5053	3468
593	5062	3460
594	5071	3452
595	5078	3442
596	5084	3432
597	5093	3424
598	5099	3414
599	5104	3402
600	5108	3391
601	5113	3380
602	5120	3371
603	5124	3359
604	5130	3349
605	5134	3338
606	5142	3329
607	5147	3318
608	5152	3308
609	5158	3298
610	5163	3287
611	5169	3277
612	5174	3266
613	5180	3256
614	5185	3246
615	5191	3236
616	5196	3225
617	5201	3215
618	5206	3204
619	5211	3194
620	5218	3185
621	5226	3176
622	5235	3168
623	5245	3161
624	5253	3152
625	5261	3143
626	5271	3136
627	5276	3125
628	5285	3117
629	5293	3108
630	5303	3101
631	5312	3093
632	5318	3083
633	5328	3075
634	5336	3067
635	5346	3059
636	5354	3051
637	5370	3047
638	5409	3055
639	5424	3051
640	5438	3045
641	5447	3037
642	5455	3028
643	5468	3022
644	5488	3020
645	5505	3016
646	5516	3009
647	5526	3002
648	5535	2993
649	5546	2986
650	5554	2977
651	5566	2971
652	5579	2964
653	5602	2963
654	5611	2955
655	5615	2944
656	5622	2935
657	5628	2925
658	5636	2916
659	5646	2908
660	5655	2900
661	5665	2892
662	5674	2884
663	5680	2874
664	5688	2865
665	5698	2857
666	5709	2850
667	5722	2844
668	5730	2835
669	5739	2826
670	5753	2820
671	5762	2812
672	5773	2805
673	5780	2796
674	5787	2786
675	5791	2776
676	5797	2765
677	5803	2756
678	5807	2745
679	5814	2736
680	5820	2726
681	5825	2716
682	5831	2706
683	5837	2697
684	5843	2687
685	5848	2677
686	5854	2667
687	5859	2657
688	5867	2648
689	5872	2638
690	5877	2628
691	5883	2618
692	5887	2608
693	5893	2598
694	5898	2588
695	5904	2578
696	5909	2569
697	5914	2558
698	5918	2548
699	5923	2538
700	5928	2528
701	5933	2518
702	5937	2508
703	5943	2498
704	5949	2489
705	5956	2480
706	5961	2470
707	5966	2460
708	5974	2451
709	5979	2442
710	5984	2432
711	5989	2422
712	5994	2413
713	5999	2402
714	6006	2394
715	6013	2385
716	6018	2375
717	6026	2366
718	6031	2357
719	6037	2347
720	6045	2339
721	6049	2329
722	6056	2320
723	6062	2311
724	6068	2301
725	6073	2292
726	6079	2282
727	6088	2274
728	6093	2265
729	6099	2255
730	6105	2246
731	6112	2238
732	6120	2229
733	6129	2221
734	6134	2211
735	6144	2204
736	6151	2195
737	6162	2187
738	6174	2180
739	6181	2171
740	6187	2162
741	6193	2153
742	6202	2145
743	6209	2136
744	6216	2127
745	6229	2121
746	6240	2113
747	6248	2105
748	6258	2097
749	6268	2089
750	6278	2081
751	6300	2077
752	6309	2069
753	6327	2064
754	6347	2059
755	6357	2051
756	6376	2046
757	6383	2038
758	6421	2038
759	6432	2031
760	6444	2024
761	6451	2014
762	6466	2008
763	6476	2000
764	6484	1991
765	6492	1983
766	6500	1974
767	6509	1966
768	6518	1958
769	6529	1950
770	6541	1943
771	6549	1934
772	6556	1925
773	6566	1917
774	6573	1908
775	6580	1899
776	6590	1891
777	6600	1883
778	6606	1874
779	6614	1865
780	6626	1858
781	6636	1849
782	6655	1844
783	6671	1837
784	6677	1828
785	6684	1819
786	6692	1811
787	6697	1801
788	6705	1793
789	6713	1784
790	6719	1775
791	6726	1766
792	6733	1757
793	6739	1748
794	6748	1740
795	6762	1733
796	6786	1728
797	6794	1719
798	6815	1714
799	6822	1705
800	6826	1695
801	6835	1687
802	6840	1678
803	6846	1669
804	6853	1660
805	6857	1650
806	6864	1641
807	6872	1633
808	6877	1623
809	6885	1615
810	6890	1605
811	6896	1596
812	6903	1587
813	6908	1578
814	6914	1569
815	6918	1560
816	6922	1550
817	6927	1541
818	6935	1532
819	6939	1523
820	6946	1514
821	6952	1505
822	6956	1496
823	6963	1487
824	6968	1478
825	6972	1468
826	6978	1459
827	6996	1453
828	7002	1444
829	7006	1435
830	7014	1426
831	7018	1417
832	7024	1408
833	7029	1399
834	7035	1390
835	7045	1382
836	7051	1373
837	7059	1364
838	7066	1356
839	7070	1346
840	7079	1338
841	7086	1329
842	7093	1321
843	7098	1312
844	7102	1302
845	7111	1294
846	7116	1285
847	7121	1276
848	7127	1267
849	7132	1258
850	7143	1250
851	7148	1241
852	7152	1232
853	7159	1224
854	7164	1214
855	7170	1206
856	7175	1197
857	7180	1188
858	7185	1179
859	7192	1170
860	7197	1161
861	7202	1153
862	7209	1144
863	7214	1135
864	7219	1126
865	7223	1117
866	7228	1108
867	7232	1099
868	7239	1091
869	7245	1082
870	7250	1073
871	7258	1065
872	7264	1056
873	7269	1047
874	7273	1039
875	7278	1030
876	7282	1021
877	7287	1012
878	7292	1003
879	7298	995
880	7304	986
881	7309	977
882	7314	969
883	7320	960
884	7325	951
885	7329	943
886	7336	934
887	7340	925
888	7345	917
889	7349	908
890	7355	899
891	7360	891
892	7366	882
893	7371	874
894	7376	865
895	7383	856
896	7386	848
897	7391	839
898	7397	831
899	7403	822
900	7407	813
901	7413	805
902	7418	796
903	7422	788
904	7429	779
905	7434	771
906	7440	762
907	7444	754
908	7449	745
909	7455	737
910	7462	729
911	7469	720
912	7474	712
913	7480	703
914	7485	695
915	7490	686
916	7494	678
917	7501	670
918	7505	661
919	7510	653
920	7515	644
921	7521	636
922	7525	627
923	7531	619
924	7536	611
925	7541	602
926	7546	594
927	7550	585
928	7556	577
929	7562	569
930	7570	561
931	7577	552
932	7583	544
933	7589	536
934	7597	528
935	7601	519
936	7609	511
937	7613	503
938	7618	494
939	7623	486
940	7629	478
941	7634	470
942	7641	461
943	7646	453
944	7650	445
945	7656	437
946	7662	428
947	7669	420
948	7674	412
949	7681	404
950	7688	396
951	7692	387
952	7698	379
953	7702	371
954	7709	363
955	7714	355
956	7719	346
957	7725	338
958	7730	330
959	7736	322
960	7742	314
961	7747	306
962	7751	297
963	7756	289
964	7761	281
965	7766	273
966	7771	265
967	7776	257
968	7780	248
969	7785	240
970	7790	232
971	7795	224
972	7800	216
973	7806	208
974	7811	200
975	7821	192
976	7829	184
977	7834	176
978	7839	168
979	7845	160
980	7849	152
981	7854	143
982	7859	135
983	7864	127
984	7869	119
985	7876	111
986	7880	103
987	7888	95
988	7893	87
989	7898	79
990	7904	71
991	7909	63
992	7914	55
993	7919	47
994	7926	39
995	7930	31
996	7935	23
997	7940	15
998	7945	7
999	7951	0
